word,is_eng,is_cro
zakrpane,0,1
šeflje,0,1
informiraš,0,1
preopterećenih,0,1
goveđu,0,1
pulen,0,1
slavljenike,0,1
neuračunljiva,0,1
elektrificiranu,0,1
kažin,0,1
okupanih,0,1
strmoglavu,0,1
suhoparna,0,1
ukoričenim,0,1
izazvalo,0,1
hororcima,0,1
oslabljene,0,1
ivanjsko,0,1
dići,0,1
poluvodičkih,0,1
beskorisnog,0,1
prijestupne,0,1
fitokemikalija,0,1
prevažna,0,1
masiraju,0,1
obuću,0,1
kvasine,0,1
eksperimentiraju,0,1
minijaturistu,0,1
pastelne,0,1
grudanja,0,1
mjaukanje,0,1
pjenušavog,0,1
reptili,0,1
logičnog,0,1
ceremonijale,0,1
ostajem,0,1
špiljski,0,1
sitacije,0,1
abnormalno,0,1
prasicom,0,1
jetrenog,0,1
gastroenterološkim,0,1
otrpi,0,1
tex-mex,1,0
soji,0,1
niču,0,1
održanog,0,1
mega-projekta,0,1
poimao,0,1
županjskoga,0,1
pripremnom,0,1
ljekarnice,0,1
okliznuvši,0,1
natečenom,0,1
derogiran,0,1
temelju,0,1
uvodne,0,1
smrznut,0,1
redateljevo,0,1
cijenila,0,1
preran,0,1
kontinuiranog,0,1
neugodnog,0,1
nepoznati,0,1
umirovljenja,0,1
europarlamentarca,0,1
uskršnju,0,1
mokro,0,1
psinom,0,1
simfonijskoga,0,1
vedrine,0,1
bljedoća,0,1
prodavateljica,0,1
kušnji,0,1
kafkijanskih,0,1
oporučne,0,1
ovulaciju,0,1
obracuna,0,1
kuckao,0,1
greblica,0,1
fotografiravši,0,1
najgladnije,0,1
vanzemaljska,0,1
propustivši,0,1
boleštine,0,1
rezidentu,0,1
popeglao,0,1
iđemo,0,1
boljestojećim,0,1
farmakoekonomiku,0,1
prejedate,0,1
obasjali,0,1
dermatologom,0,1
kapak,0,1
patogeni,0,1
jednakopravosti,0,1
potvrde,0,1
zloćina,0,1
implementiranjem,0,1
upumpala,0,1
fenomenalne,0,1
utrobama,0,1
otputila,0,1
gumb,0,1
oštećenjem,0,1
malološinjske,0,1
disgrafiju,0,1
šaptačem,0,1
nemajući,0,1
čudesa,0,1
onkologijom,0,1
zavidjeli,0,1
revitalizaciju,0,1
istarsko-primorski,0,1
rimovanih,0,1
kaduljom,0,1
samopouzdanja,0,1
okrenulo,0,1
složimo,0,1
bakino,0,1
psiho-fizičkom,0,1
kompetentnom,0,1
stupidnim,0,1
geolociranje,0,1
skontati,0,1
ilustrativna,0,1
entuzijam,0,1
zabavniju,0,1
fabularna,0,1
vještini,0,1
dijapazona,0,1
zaslijepljena,0,1
finacijskoj,0,1
očajničke,0,1
neupitnima,0,1
porječkale,0,1
američko-kineskog,0,1
najodanija,0,1
gostovati,0,1
jušna,0,1
suterenskom,0,1
mastodontskih,0,1
gustoća,0,1
korektnim,0,1
popravna,0,1
raspoznavanjem,0,1
koreodramu,0,1
gaziranom,0,1
radikalom,0,1
dvobojnoj,0,1
pregoreno,0,1
olakog,0,1
prerađenog,0,1
osvitu,0,1
ublažavalo,0,1
ponedjeljci,0,1
zamete,0,1
lijevo-liberalne,0,1
kazahstanskom,0,1
potrebniji,0,1
prihvaćale,0,1
klijetku,0,1
poopćavanja,0,1
bundica,0,1
zahvaćanjem,0,1
vizijom,0,1
bogataških,0,1
ideologiziranja,0,1
utegnule,0,1
mamina,0,1
zavičajnom,0,1
izglasanog,0,1
opipljivije,0,1
neurotransmiteri,0,1
arheologijom,0,1
pluripotentnih,0,1
bezrazložni,0,1
uličari,0,1
kemiju,0,1
olovkom,0,1
etničkoga,0,1
citrusnim,0,1
prednasip,0,1
dokancelar,0,1
korabica,0,1
problematizirati,0,1
dopustiv,0,1
mikovski,0,1
mesojede,0,1
ruši,0,1
žalosni,0,1
ispijate,0,1
monopolskog,0,1
odstojanje,0,1
ustavotvornim,0,1
sagorijevati,0,1
silovito,0,1
izdišemo,0,1
plombiranih,0,1
pravodobne,0,1
hiperbolama,0,1
dolijevanje,0,1
samovozeći,0,1
kaznite,0,1
ispriča,0,1
uspaničario,0,1
kajdanke,0,1
spoznati,0,1
selekcijsku,0,1
završavajući,0,1
začinu,0,1
obazirući,0,1
rubljama,0,1
antene,0,1
desetoro,0,1
odreagirale,0,1
producirala,0,1
dvedesetak,0,1
nazubljenim,0,1
simbolične,0,1
modelirao,0,1
personalnoj,0,1
židovskoj,0,1
apneje,0,1
indikatoru,0,1
zadovoljavaju,0,1
ponavljači,0,1
kopita,0,1
izvježbani,0,1
opskrbnine,0,1
sjedinjeni,0,1
fleksibilni,0,1
vazne,0,1
otuđivši,0,1
probijeno,0,1
dalmatinski,0,1
izjednačenost,0,1
posvećenik,0,1
raznježi,0,1
označe,0,1
naježi,0,1
inventurne,0,1
vijak,0,1
navijačkih,0,1
postjugoslavenskog,0,1
otkupitelja,0,1
koristile,0,1
nizina,0,1
kilaži,0,1
naoružavanje,0,1
zrcalna,0,1
uređeniji,0,1
plominske,0,1
udaj,0,1
odvojaka,0,1
sapunati,0,1
fijakerom,0,1
kongresne,0,1
vukovarsko-srijemski,0,1
optimalnom,0,1
borilačkom,0,1
razlijevaju,0,1
iskričavosti,0,1
demistificirati,0,1
prokrvario,0,1
upriličuju,0,1
napajale,0,1
ničim,0,1
gdje,0,1
aveniji,0,1
liposukcijsku,0,1
ljutnu,0,1
odijeljene,0,1
nedovršeno,0,1
abrazivne,0,1
destabilizirajućim,0,1
restauraciju,0,1
pranećaka,0,1
fotonaponski,0,1
sumnjivcu,0,1
participacijama,0,1
nepostojeću,0,1
ukrašenim,0,1
nadlakticu,0,1
raščistila,0,1
kretenizam,0,1
usranim,0,1
komunjaro,0,1
fantastikom,0,1
kuharskih,0,1
spisatelj,0,1
kršćanstvom,0,1
vijećaju,0,1
dobrohotan,0,1
peterburškog,0,1
znamenki,0,1
projektore,0,1
fantome,0,1
otplatile,0,1
disidentica,0,1
čujno,0,1
živorođena,0,1
najavljenom,0,1
pozivajuće,0,1
renomiranijih,0,1
odviknuli,0,1
neargumentiranom,0,1
drogeraši,0,1
dedama,0,1
ugradi,0,1
bombama,0,1
trokut,0,1
uključivim,0,1
pohoditi,0,1
muljalo,0,1
aktivistkinjom,0,1
seizmika,0,1
posaditi,0,1
molitveno-komemorativni,0,1
nigerijskih,0,1
brdsko-planinskom,0,1
crtiću,0,1
strožom,0,1
naslovna,0,1
izvrijeđaju,0,1
breče,0,1
zaborav,0,1
nabavljao,0,1
enologinje,0,1
antisemitističkih,0,1
nevjerodostojniji,0,1
napuhivali,0,1
indiskreciju,0,1
tvitali,0,1
naslućuju,0,1
makarskim,0,1
aplikanata,0,1
izazvavši,0,1
nabodemo,0,1
tračerski,0,1
machines,1,0
proširim,0,1
prevrtao,0,1
filofašističkog,0,1
vrijednosnim,0,1
punoljetnoj,0,1
beduinskog,0,1
smjerni,0,1
hrapavost,0,1
franačkim,0,1
bahati,0,1
ljetnjih,0,1
penjači,0,1
prevezu,0,1
neoprezan,0,1
nezadovoljnoj,0,1
odužimo,0,1
solidnijim,0,1
poduzimanjem,0,1
agitaciju,0,1
izvanparlamentarnim,0,1
lomljenju,0,1
prežvakana,0,1
uzvisio,0,1
nadošao,0,1
pažljivijim,0,1
slijeđenja,0,1
soboslikar,0,1
djevojačkih,0,1
ispovjednoj,0,1
pogrješaka,0,1
kružnog,0,1
udebljam,0,1
prebijenog,0,1
senzornih,0,1
stiskao,0,1
vampirsku,0,1
turoban,0,1
placem,0,1
karakternoj,0,1
širokobriješki,0,1
kompenzirala,0,1
šlampavog,0,1
slovensko-hrvatsku,0,1
hodajte,0,1
čovjeka,0,1
norovirusom,0,1
elektromotorom,0,1
odsvirat,0,1
skautiramo,0,1
uočili,0,1
masovnu,0,1
donjih,0,1
gradu-saveznoj,0,1
prepisivače,0,1
educiranim,0,1
farmakološkim,0,1
ropstvom,0,1
snimateljici,0,1
zlikovcima,0,1
odbijajući,0,1
priželjkivano,0,1
preraspodjeliti,0,1
održanoga,0,1
postupale,0,1
sinkronizaciju,0,1
utabori,0,1
autonomne,0,1
barjaktara,0,1
ustranu,0,1
knjižare,0,1
najavljivanu,0,1
derivacije,0,1
grebanju,0,1
iskažimo,0,1
obrtnička,0,1
neinvazivnu,0,1
psihologu,0,1
uzgajamo,0,1
boljševičkim,0,1
okinite,0,1
plemena,0,1
zatvorenicama,0,1
slalom,0,1
snuje,0,1
maliciozna,0,1
boćati,0,1
kalafata,0,1
daljnjim,0,1
pivnica,0,1
evakucije,0,1
tuđmanovac,0,1
razvoje,0,1
slijepe,0,1
tolerancija,0,1
poštene,0,1
odgirali,0,1
gospodarsko-socijalna,0,1
aplikatorima,0,1
pomnu,0,1
željezova,0,1
žalovanja,0,1
raseljenu,0,1
kobasic,0,1
kolokvijima,0,1
prozračniji,0,1
fingirala,0,1
namjerni,0,1
teleskopskog,0,1
rastezanju,0,1
burobranima,0,1
namjestim,0,1
pokopima,0,1
građevinarstva,0,1
kadroviranju,0,1
korijena,0,1
morala,0,1
neznanci,0,1
napuštenost,0,1
suosjećajan,0,1
dovoljno,0,1
gajila,0,1
sufinanciranu,0,1
bolskom,0,1
kroatologa,0,1
dotrajalosti,0,1
mazge,0,1
užasnuto,0,1
celjskoj,0,1
strave,0,1
poniznim,0,1
domobranu,0,1
indijskim,0,1
novoprijavljene,0,1
bezinske,0,1
kožnjaku,0,1
pravednima,0,1
pigmentnih,0,1
neaktivnosti,0,1
pašmine,0,1
dosuđenom,0,1
nevesela,0,1
ukrcani,0,1
rastanku,0,1
lukava,0,1
afirmirane,0,1
velimo,0,1
tipfelera,0,1
napopularnija,0,1
preteča,0,1
blistaju,0,1
kurtoazni,0,1
ciljnikom,0,1
tuli,0,1
histeriziraju,0,1
unutarnje,0,1
prevarenom,0,1
kantarionovom,0,1
tetovirana,0,1
kritičarskog,0,1
kralju,0,1
ksenofobičnu,0,1
karakteran,0,1
udjelničari,0,1
kalupe,0,1
otpremine,0,1
dozimetriju,0,1
nevoljkost,0,1
neslavnoj,0,1
dijetalne,0,1
radikalnijem,0,1
gorkog,0,1
estrogeni,0,1
hadezeovskoj,0,1
neoguljena,0,1
misijama,0,1
fotosafari,0,1
liberijskih,0,1
polazaka,0,1
efektne,0,1
prirođeni,0,1
perfektan,0,1
prijedlogapohvale,0,1
vojno-redarstvenom,0,1
otjelovljenje,0,1
najdalje,0,1
uplaćivala,0,1
trosjedi,0,1
izvoljela,0,1
uzdanje,0,1
poslenicima,0,1
osmostruki,0,1
sapunika,0,1
završit,0,1
zaključile,0,1
metastatskih,0,1
dijamantna,0,1
protudemokratsko,0,1
žitaricama,0,1
klika,0,1
smirajem,0,1
vakuumski,0,1
tikvicom,0,1
rušilački,0,1
prodajnog,0,1
srestva,0,1
gnjavaža,0,1
ustrčali,0,1
prijelaz,0,1
betonare,0,1
predstavlju,0,1
šetnici,0,1
superiornija,0,1
pomilovanje,0,1
radikalizirati,0,1
prezrena,0,1
obasipanje,0,1
automobilskog,0,1
odobrivši,0,1
neprimjećeno,0,1
rastaliti,0,1
dede,0,1
rušile,0,1
passes,1,0
sugerirao,0,1
petljama,0,1
najdubljoj,0,1
ženili,0,1
skrušeno,0,1
češera,0,1
staranja,0,1
pacifičko,0,1
korčulansku,0,1
tekstualni,0,1
hemoroide,0,1
ukapljenoga,0,1
vodopravna,0,1
legislativa,0,1
čistinama,0,1
pazarić,0,1
linolenskom,0,1
tendencioznoj,0,1
nedostojnost,0,1
zamrlog,0,1
statističar,0,1
profitabilnijom,0,1
grobničke,0,1
desetmetarske,0,1
počinjemo,0,1
hijaluronskim,0,1
zapovijednik,0,1
zrelijom,0,1
razložnim,0,1
fiskalne,0,1
impulzivnim,0,1
smela,0,1
uvjetom,0,1
al-zawahiri,0,0
đakonima,0,1
ginekološkog,0,1
slikanje,0,1
huliganizmu,0,1
uštipcima,0,1
zaprege,0,1
mjeničnom,0,1
protegnete,0,1
zabrinjavajućom,0,1
katalonskog,0,1
samovati,0,1
bakanalijama,0,1
krajiških,0,1
šifre,0,1
zapovjedima,0,1
izvansezonskog,0,1
uzvanica,0,1
jedanaestercom,0,1
povelike,0,1
bačvu,0,1
vjerojatnu,0,1
tamnoputom,0,1
podnošljivo,0,1
zaokupirala,0,1
stoljeću,0,1
sektorska,0,1
gayevi,1,0
kompliciranu,0,1
ispružili,0,1
duty-free,1,0
suparnici,0,1
elektricitet,0,1
dodiplomskom,0,1
kotletima,0,1
nebankarska,0,1
potisnutom,0,1
muževnijima,0,1
spikericu,0,1
čudnu,0,1
otkrijte,0,1
poročnog,0,1
najčudnija,0,1
rigidnih,0,1
neoznačenom,0,1
otputovalo,0,1
vlažno,0,1
povjerenja,0,1
tajnica,0,1
gusala,0,1
iskrcava,0,1
ublaženo,0,1
najprobranijih,0,1
izgorijelo,0,1
pumpicu,0,1
autorsko-izvođačkog,0,1
žrtvini,0,1
tonskih,0,1
skakači,0,1
sjevernoj,0,1
proklamacijama,0,1
prekršilo,0,1
očešalo,0,1
raskrvarenih,0,1
sjemenja,0,1
berberin,0,1
saborovanju,0,1
mrežna,0,1
božanstvom,0,1
kmera,0,1
brijali,0,1
ribnjaci,0,1
polemičko,0,1
kovačnici,0,1
zaradivši,0,1
jamstvu,0,1
budžetskih,0,1
internacionalna,0,1
iskradao,0,1
plemenitijem,0,1
zabačeni,0,1
okamenjenim,0,1
filmofilsku,0,1
neloša,0,1
